comments,sentiment
好好好好好好好好好好好好好好好好好好！,0.8371040848060975
电脑，感觉用起来还可以。刚好京东在搞活动，领了个券，便宜了很多。查过序列号了，是正品。,0.8382634428928859
非常不错的电脑，继续买买买,0.8388748716680164
目前为止感觉还可以，苹果系统上手也很快。太轻薄了不适应。没有散热通道，不知道长时间使用会不会发热。还要自己买包，至少带个普通的吧,0.8406705063380345
苹果就是好,0.8413555737664781
正品，非常好！物流很给力，上午下单，下午到货。,0.8433350708330214
包装，物流，都不错，,0.8435274540634621
不错的，第二次购买了。,0.8437655827606788
产品不错，价格优惠幅度较大，值了,0.8464257111942983
一直在这买东西，服务真好，还有券！很划算！,0.8465784721144332
好的，好的，号的，好的，行的，好的,0.8487286631198934
很棒的产品，第二次购买了,0.8521603160214528
质感很好，可惜有些软件不兼容。,0.853495444544146
感觉不错，就是刚开始系统不太会用，有点麻烦，用段时间后感觉苹果系统还是挺好用！,0.8571146324202464
很好非常好,0.8584860988095927
还不错，不过就是没有自带office,0.858707321167902
感觉不错?????。,0.8592639154587484
开机快，散热效果好。触摸反应快。,0.8597556563778245
不错,0.8612132352941176
不错,0.8612132352941176
不错,0.8612132352941176
不错,0.8612132352941176
不错?,0.8612132352941176
不错,0.8612132352941176
不错,0.8612132352941176
可以的，不错,0.8612132352941176
不错,0.8612132352941176
不错哟,0.8612132352941176
不错,0.8612132352941176
不错,0.8612132352941176
不错,0.8612132352941176
不错,0.8612132352941176
不错,0.8612132352941176
不错,0.8612132352941176
不错,0.8612132352941176
不错,0.8612132352941176
不错,0.8612132352941176
东西不错,0.8623218777387431
好好好好好好好好好好好好好好好！,0.8625127349180521
京东的配送就是给力，送货很快，,0.862627666005317
除了excell和word不能和Windows兼容，其他都挺好，还在习惯系统中&hellip;&hellip;,0.863537204563914
用起还不错了。。。。。。,0.8638073219098767
很好 正在研究 快递很给力,0.8647991494888472
不错的产品,0.8652547422604291
这个商品非常好，我很满意,0.8655934506690082
不错啊，原装的，还有优惠,0.8694925126469674
6288到手。还可以。操作起来蛮好的,0.8696649350916722
还不错，刚开始用。,0.8710590022684681
感觉不错,0.8714921964719127
机器体验非常不错，不过就是软件比较少,0.8725381911523054
送货速度快是选择京东的理由，当然还有价格优惠。,0.8736900324383823
其他不错，爱奇艺看电影有时有点卡顿!,0.8739516484110375
品质不错，就是是硬的。自己想要软的,0.8749512902491251
东西很好，，活动也很给力&hellip;&hellip;,0.8754245845237809
速度很快、一大早我还没起就送来了、有优惠卷很划算,0.8756772927098261
帮朋友买的 朋友说挺好用的,0.8766142685874229
苹果的产品就像艺术品，现在只缺了apple watch。很满意,0.8768026639151956
大爱，电脑的开机速度，电池的续航太给力了,0.877319933875988
弟弟买的，除了系统用的时候有点不习惯外苹果触控真的很人性化啊，颜值爆棚,0.8793484934366598
喜欢，好用，普通用用完全没问题,0.8801555755354699
速度快，配送服务好！,0.882500738546795
挺好的，颜值高,0.8828798501512081
还不错,0.8830153175079881
用着还不错,0.8830153175079881
嗯 还不错,0.8830153175079881
挺好的 贵得很,0.8834187417454241
是正品，目前还没发现缺点，除了上手的时候不习惯外，其它都还可以,0.8874038268377383
领券减800很划算嘛,0.8877138421538638
还不错回头再看吧,0.8884434295450111
2011年的设计，经典之作。今天仍然碾压很多windows笔记本。\nmacOS更不用说，这个才是苹果电脑的灵魂。\n超长的电池续航，每次充电使用都在10个小时以上。\n触摸板更不用说了，用苹果笔记本，根本就不需要鼠标。,0.8886472089014934
挺好的，同事查了是正品,0.8915608574761477
还在用，感觉不错,0.8918822663046602
包装可以，物流也挺快的，就是需要学，不会用～,0.8921074773440274
质量信得过，安全送达，超喜欢,0.892172240824248
非常不错，相信京东。。。希望京东可以一直保持下去,0.892215211229036
挺流畅的、就是很多软件需要付费！,0.8925790977492165
原先有一台pro，。太大，这个比较轻，速度差不多，也许是因为ssd的原因,0.8926636513425578
不错但是不能下载新浪微博谁能破,0.8926665764340438
续航最好，没有之一,0.8934067152617566
刚开始使用，开机还行，其它功能使用中检验,0.8952323945343282
好东西，漂亮，就是系统还用不来。,0.8955262142421578
非常的好，我非常的喜欢。非常满意。,0.8958994592231738
外观可以的,0.8968481375358165
特别好，物美价廉，,0.8971833749690269
刚开始的时候不太习惯，逐步摸索使用的，整体不错，时效很快收到，满意,0.8973239529640951
挺好的，快递也很快,0.897372913884801
还不错，比实体店便宜多了！,0.8977260078824955
包装很不错,0.89851988327295
真特么漂亮，真特么欣喜，真特么贵，虽然比双十一贵了*块，还是很喜欢，*入,0.8987057802898929
苹果官网这款电脑是早期版本，,0.899658709784615
送货很快,0.8996630025652079
漂亮,0.8996655518394647
漂亮,0.8996655518394647
刚拿回来，速度很快！,0.9000211740017027
买的时候用了活动的优惠劵，买的那天也正赶上京东做电脑优惠，折上折，优惠的不上。发货速度也是挺快的。,0.9001874269263788
还不错 很薄,0.900553989890188
试用了几天，真心不错,0.9017087324511036
收到后打开看了，真的很棒哦，一直支持苹果,0.9024500504232745
送货速度快，服务态度好,0.9028122591884551
东西好，送货速度快是选择京东的唯一理由。,0.9037406858205508
苹果品质不用说 京东服务一如既往的好,0.9053285417659521
2017-03-03 20:59:43下单，21:00微信支付&yen;*（原价&yen;*，在当天24:00前抢购优惠*，再用10京豆兑换了一张满&yen;*减*的苹果Mac东券），价格比在苹果官方网站或实体店上买实惠多了！第二天4号17:45京东快递就送到了，很快！苹果笔记本真心不错，非常棒！,0.9071878226400936
送货速度快，正版货，价格便宜很多，赚多了,0.9076135891604347
高大上，刚到手有点不习惯，慢慢摸索中,0.908270740381296
确实很给力&hellip;很喜欢，选京东就对啦,0.9085914855774856
好东西，好东西，好东西，好东西。,0.9090251028690142
苹果笔记本，感觉，挺好用，就是系统。,0.9091929364838728
这件商品很好，很满意。。。,0.909450661248039
123456789赞,0.9096018490786377
颜值真的很高，好看极了,0.9098549307097926
不错呦，正品行货，值得拥有,0.9100422322896293
挺好的，喜欢,0.9100461897346852
减优惠券购买的，价格比较实惠。,0.9100617381625488
很精致,0.9102107504763188
不错，我很满意，下次还没这边买,0.9110898586183034
梦寐以求的东东终于到手了，哈哈,0.9112604851952149
正品，好用,0.9114640284716303
不熟悉苹果系统的本本，适应中,0.912529481856103
好好好好好好好好好好好好好好好好好好好好好,0.9126892411291402
还可以 京东物流很快,0.9128678979978357
很好?，是正品哦，查过，保修时间是对的哦,0.9134818735458567
不错，好,0.9141416881265491
很棒，灰常感谢物流小哥,0.9143627182682385
很不错，比官网优惠很多,0.9145197183953068
速度快 质量好,0.9146220255447597
买了一款很畅销的机型，用着不错,0.9152140857388755
很好，我之前的那台被偷了，又不喜欢其他的，所以还是买苹果,0.9153988635464446
操作流畅,0.915649457525843
电脑特别棒，正在激活，同时也在适应系统！,0.9173790754860901
薄，便利，这的确就是苹果的优势,0.9176403258488874
赞,0.9178743961352657
赞,0.9178743961352657
这个帮朋友买的，不错,0.9182060968010237
高大上的感觉，整体感觉不错，系统熟悉了半天，跟苹果手机差不多，怎么没给配鼠标呢？,0.9183353146452653
Apple确实是工业精品,0.9184122247526608
用了感觉还不错还在适应系统中！,0.9195187151010324
果然如传说般帅气，不过拿到手并没有想象中那么兴奋，因为系统完全不熟悉！? 慢慢来吧。\n查看了一下，电池循环2次，不懂为什么，据说这不能作为是否翻新的评判标准，所以没有很担心，相信jd。\n京东配速嗷嗷的，客服也还行。\n简单拍几张照片，就这样吧,0.9195410298346739
很不错,0.9200760629671317
很不错,0.9200760629671317
很不错！,0.9200760629671317
真的很漂亮，轻薄。之前担心办公软件不兼容，自己买了装上用起来跟windows一样，很好用。就是电池好像用不了多久。,0.9230698192230811
京东就是好，正品保证,0.9232837659884353
东西好，速度快,0.9235623527799278
发货速度非常快  用起来很方便,0.9237456544776487
挺不错的、买的时候优惠力度挺大的。,0.9239314680640571
我觉得挺好的   还没用习惯   反正挺给力的  又漂亮,0.9253918236955657
非常喜欢   是正品,0.9263177470285164
电脑很好看，送货也很快，用了之后再来评论,0.926407172931964
机子还行  挺薄的  手感也不错  就是不能拆内存条diy,0.9273245079180492
真的很好值得买,0.9274779446402065
速度很快,0.928279090118407
东西很好，还在熟悉在～,0.9289755723803855
苹果挺很有艺术，就是系统不太适应。,0.9291952592780004
苹果就是苹果，无可挑剔,0.9299526910087539
不错，还是比较满意的。。,0.9302986301623256
mac质量很好，价格比其他平台优惠些。,0.9308942566334424
还不错，值这个价钱。,0.9310917279240309
很不错的电脑还会买,0.931500529605458
很好很喜欢,0.9321732596661871
上个电脑送小姨子了。再买一台，价格给的卷，还是很划算的,0.9322267263662869
正品发货迅速，价格便宜好多,0.9328800403168516
使用了优惠券，价格相当合适了呢。一直用苹果得电脑，京东质量放心。,0.9329270158379143
面前还不错,0.9329522927958485
非常喜欢的苹果电脑终于下手了，真的好用！就是发票的问题我真不满意，京东的服务还应该再完善一些！,0.9331798330108102
东西可以，还在学习中,0.9333769599534848
苹果电脑一直就很好，但价格也很贵，质量没说的，很好。  希望再降降价,0.9353523492046545
性价比高，好评！,0.9358664092887105
物流很快，电脑满意。,0.9368302085998824
用了一段时间，目前感觉不错。,0.9374672187423861
很好非常值得推荐,0.9376238450227907
机器很新。外包装很干净。关键价格也好,0.9397298414140457
电脑不错，但还在适应中,0.9407949192727234
机器速度很快,0.9409943179365874
好好真的不错，快递也不错,0.9417935832490658
非常好非常好非常好非常好非常好,0.9429156175551823
很漂亮,0.9432936534470331
东西很漂亮,0.943789424104546
棒棒哒，一直很想要一个，终于买了，啊哈哈哈哈包装好，物流快，京东师傅很客气,0.9439002517550437
苹果的原装正品,0.9439042714525919
很好，不错，但是屏幕分辨率真的一般，应该买个更好一点的,0.9439744460807691
好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好,0.9441831463658561
发货速度飞快，东西不错。,0.9444402336181794
目前用起来不错，送货快,0.9459819473397706
昨天晚上十点半买的，今天早上七点半收到，惊喜，系统很好用，做工很不错,0.9462153882237828
好的 正品好用,0.946420829264124
很好 ，用着不错，???,0.9467600745922097
很不错，喜欢，就是系统不太适应，轻薄,0.9469648198793041
还可以帮别人买的。太贵了。大气。,0.9470509979565558
一直很信任京东，速度很快，服务也很好，电脑刚开始用，不过包装 服务都很好，其他的用过再来评价,0.9472377335123436
送货速度快性价比高,0.9475609942660423
挺好的...京东一如既往的快.......,0.9480984655872218
非常喜欢，漂亮！,0.9494639142714887
值得拥有,0.9501372674577372
实惠，发货特快,0.9501411771321149
不错，熟悉系统中,0.9502069517631135
速度快，包装好，关键还有优惠,0.9503310967856984
新系统需要慢慢研究，还可以。,0.950398623511245
活动买的，比港版还便宜，不错,0.9519371044625691
物流挺快，系统正在熟悉中。,0.9533126342582238
虽然一波三折，但是东西还是不错的,0.9536551040399374
东西很好，价格实惠，好评,0.9537699018116137
代朋友买的，应该不错。,0.9539732182893451
喜欢外观，包装不错哦！！！！,0.9545289959982425
高大上！很快！,0.9552283268550774
苹果就是反应快，很好用,0.9572372510052956
新的电脑，写作新开始，投资自己！,0.9587661353384449
苹果的东西一直都还不错,0.959088852840151
喜欢。可能是不太会用苹果系统，没有发挥到最大功效,0.9592610787629585
送货速度真快，电脑暂时没问题，苹果系统用着不习惯还在学习中。,0.9594615448648504
不错的。很薄，很好的,0.959509715099038
挺好的 送货超级快 上午下单下午就到了,0.9598039119646995
不错，非常好，第二天就到速度快,0.9598430133256826
很喜欢不错哦,0.9601924379508338
不错的小白,0.9603311888823977
无解，很赞！,0.9610812679070244
总体还不错,0.9617682897723729
不错，很薄，就是用惯了windows，用mac还得熟悉一阵,0.9619058121818588
机器的确好，特别是手感非常好，比起其他牌子&hellip;&hellip;,0.9619906519596437
很好，更好，价格更好，可以买,0.9622885295478052
好东西，不过还没用，先慢慢习惯系统吧，外观质量都非常满意,0.9623097736992718
经典    漂亮,0.9624900786861097
挺好用的，挺满意。,0.9634542066821917
速度快，有保障。,0.9638919722466931
不错，挺好的,0.9642527132595317
不错，挺好的,0.9642527132595317
做活动买的，价格划算送货快,0.9645636667042903
很好很快 很及时 买来给妹纸用的,0.9646270403904532
想买很久了，终于下狠心了，非常喜欢,0.9650260915738264
不错，运行很快，装了双系统,0.9655161990159161
苹果确实好看啊，但是，确实贵啊，贵的离谱啊，但是花了钱，用起来舒服啊，好矛盾啊！,0.9656206563059742
总体都还不错   质量希望禁得住考验    详细体验评论有待以后追加,0.9656421086410227
送货快，包装好。没有破损，也很好看，女朋友很喜欢。,0.9660426147451842
给红红火火何厚铧吧哈哈哈哈哈哈,0.9662365242958909
东西不错，值得购买。,0.9663928092735655
好速度快，下次还来购买,0.9666309304960686
挺不错的哈，不过还是pro质感好,0.9668341417417067
活动时候买的，苹果的确很不错～～,0.9668417405932266
超快超好！,0.967141554245127
办公用特别方便，完全不需要鼠标，苹果电脑很强大,0.9671474521947415
包装有点简单了，真心怕碰到了机子，性能还在体验中。,0.9671936909071795
还不错&hellip;&hellip;挺好的,0.9672561302254792
可以，正品，喜欢苹果。。。,0.9673037406453903
一如既往的苹果品质，屏幕稍显不足颗粒感强,0.9673534522841699
不错，挺好的，内存应该大一点好,0.9679652232083179
不错不错，心仪已久,0.968954138260411
屏幕完美，总体满意！,0.9689587021809494
送货速度快，东西好，喜欢,0.9691386525935911
用了一段时间，外观没问题，很好看，就是用得很不习惯。,0.9692124076503797
老公心仪已久的电脑终于用上了，都说苹果的电脑性价比高，所以果断买啦，希望长期好用。想给个五分好评,0.9695352686372791
很轻便,0.9696131399347386
很好，轻薄，在京东帮朋友买了好几台了,0.9701600351717329
还不错?挺好的,0.9704241511716809
苹果还是苹果啊，质量不是盖的。,0.9704939221837823
很好的商品，很喜欢，听到的商品，我很喜欢，谢谢！,0.9709342302098096
正品  不错,0.9710310913693
感觉不错，颜色也比较正，自己是设计师，用来看图和展示还是可以的！,0.9710863347928365
给我弟买的，他给我说喜欢，质量不错，速度快！,0.9725016973218679
很好的电脑，使用中^_^,0.9727813236535406
很好很好很好,0.9728436182123619
挺满意的，便宜划算，物流给力,0.9731114319678423
犹豫了很久，是买这个还是买surface，最后败给了颜值,0.9733434472893088
很好很不错,0.9734351471608311
很好很不错,0.9734351471608311
很好很不错,0.9734351471608311
质量好 价格优 物流速度快 晚上下单非常迟 没想到第二天一大早就到了 非常惊喜 祝卖家生意越来越好！,0.9736632983098283
正品，速度快,0.9741512540643482
很好用的很漂亮！就是老公不能玩围棋了，所以再考虑装个系统，让老公开心开心，买了有点后悔了！,0.9746717107363275
挺好，送货很快！,0.9749853636463877
昨天晚上下单早上就收到，物流超快服务超好，东西也很赞??再次还京东,0.9751338252375455
还在习惯过程中，反应还是蛮快的，但没想像中漂亮。,0.9754167711797127
发货的很快，查了下时间，是新的，依然信赖京东,0.9757583989342685
买来办公用，很好操作，反应很速度，开机神速,0.97579805080176
不错，很快,0.9758356861428543
京东送货速度真不错， 且服务比较好。,0.976021982945953
轻而薄，很不错，旅途中也可以用,0.9761299258895865
感受特惠买的，比港版更便宜，还有保修，赞,0.976421568730554
苹果笔记本就是轻薄而且好用！,0.9769280960335354
物流配送很快，京东购物放心！,0.9770592812890898
赠送了一套清洁套装。虽然很普通 毕竟不用买了,0.9771646258988584
过两天用用再来评价，外观还是不错的～,0.9772783212882371
还没用，包装很好，数列码齐全，正品。,0.9772790326718295
物流很快，很喜欢，下次还会买。,0.9773956833824009
保护得非常好，包装很精良。。,0.9774786958069475
果粉，一如既往喜欢,0.9776141816793444
正品 京东速度 就是快,0.9777577131908257
外观设计不错，价格也不算贵，用优惠券还可以省600,0.978130867229586
东西很好，物流很快，非常喜欢，！！！！,0.9781431954938211
用起来速度流畅，特别是苹果系统能飞起来，不过装了双系统,0.9783409740017817
送货快，品牌好，使用起来方便，苹果电脑值得信任。,0.9784545604657637
很满意 很速度到手,0.9788565714322066
发货很快，第二天就收到。速度没得说，够用了。,0.9789954250238925
电脑不错，很喜欢，价格便宜,0.9791277623266208
送货很快，电脑上手与想的一样,0.9793433540077536
全新的，用起来很爽。,0.9794184773591047
一如既往的好，大小合适。,0.9794198310475608
质量还不错，值得够买！仅供参考！,0.979719357450997
运行速度很快，系统也没想象中那么难学，好用！,0.9797525948392907
非常好，非常好非常好非常好非常好非常好非常好,0.979850364938196
挺好的电脑，慢慢享受吧,0.9800675741102336
苹果品质，大品牌就是不一样，轻、薄、运行快，太让我喜欢了。全新未拆封，点赞！,0.9801717255832902
还不错哦，不然的话，还不错哦,0.9801921315542456
毕竟是苹果电脑，用起来自然会比其他的舒服些,0.980267445521353
毕竟是苹果电脑，用起来自然会比其他的舒服些,0.980267445521353
很不错，买第三台了，秒杀划算。,0.9802791250462602
电脑超级好，是正品哟，送货速度很快，送的内胆包也是超级好的～,0.9803552328711622
还不错，物流很快,0.9804604091936742
非常满意，不错的一次购物体验,0.9806369733534639
首先送货神速，上午下单下午到货。这款机型价廉味美，没太高要求办公足以,0.9807225821944417
帮朋友买的，很满意，物流速度快！,0.9809694516839184
非常棒 大爱,0.9813386241066747
看看评论的人数就知道这台机的优点，轻薄、时尚、待机时间比较长。这么多优点，你还考虑什么赶快下手吧！,0.9814649629452865
系统还在熟悉之中，实用的体验很不错,0.9816259939320523
目前正在使用中，应该挺不错的吧,0.9816731026370181
第一次用苹果笔记本，真是不错，希望越来越好,0.9818646929874293
电脑特别棒，喜欢，已经从tm到京东了！,0.9820171742400545
不错，价格实惠！送货快捷！方便，京东商城就是好！,0.9820998052962003
苹果电脑确实不错，系统还在摸索当中,0.9822218785723144
到货速度快，东西很不错。,0.9822233571772307
大品牌，值得信赖，京东快递杠杠的！,0.9823367767790042
很好看的本本，就是系统不会用，慢慢学习吧,0.9826128024230831
很好，做PPT足够了，设计的话，还是用Pro 吧,0.9826313107491056
送货快，帮朋友购买的，不错,0.9827256834387753
东西很好，京东购物方便，速度快效率高，重点会给送到，还有增值税发票，棒棒哒,0.9828093789882388
物超所值，值得购买，以后还会买！！！,0.9830077184280213
不错满意挺好的,0.9830891252414975
喜欢苹果 好用 洋气哈哈哈哈哈,0.9834561623537776
很快就送到了，是我喜欢的样子，已经开始用了，开心,0.9836528541897445
本子不错，送货很快,0.9837467170123816
很轻薄，速度还可以，保修期开始不对，后来也改了，是正品。,0.9838114177105688
很好，很满意，物流也很快。,0.9838575906099838
好精致，就是还不怎么顺手，手感很好,0.9841234426768083
送货快，包装完整，还不错,0.984298882429416
用起来很方便，速度感觉一般，功能强大。,0.9843087553753576
蛮好用的，公司买来做产品演示的，贵有贵的道理,0.9844715766464736
好产品，好东西，一级棒的电脑,0.9845413955960922
京东的物流没的说一个字快，苹果我觉得，只适合拿来办公，如果想玩游戏的小伙伴们，还是选别的吧！,0.9846130389056033
电脑速度很快，但是这个软件像word很难找，手机上很常用的软件，在电脑版上很难找，电脑很好，就是感觉配套的app少了点，作为一款主打办公的软件，在app store里找不到，还得找人下，感觉很不方便，电脑没问题，速度杠杠的,0.9846394614044793
用起来挺好，开始要慢慢多多摸索下，毕竟跟以前操作系统不一样了。速度杠杠的,0.9847299611000975
试用过程中以为触摸板坏了，捣鼓很久才发现苹果的点按跟普通电脑的点按不一样。仔细观察了外观，没有使用过的痕迹。还好，没让我失望。,0.9847773538515693
全新未激活，挺好的机子。看的也精致。,0.9848031111245716
没买mac之前，担心花的钱值得不值得，买了之后，觉得应该买个更贵的配置～非常好。,0.9848538006698243
呵呵红红火火恍恍惚惚哈哈哈哈哈哈哈哈好好的,0.9849189881320594
包装很好，京东发货的速度一直很走心，很放心。,0.9850859862200297
终于入手了，用着感觉特别舒服，相当满意,0.9853636307201489
外观确实很赞，但打开safari都会经常性卡死，性能实在不怎么样，心累,0.9859198870883948
东西是正品，目前没毛病。兄弟很喜欢。不卡。,0.9861216424594812
期待已久的苹果，速度快，喜欢,0.9861538855106926
物流的确很快，满不错的。,0.9865765681025226
搞活动的时候帮人买的  苹果的电脑果然精致  系统流畅,0.986640256352199
东西不错，物流速度也很快,0.9867641080565437
刚入手，还不习惯苹果的操作，学习中。,0.9869525296764413
依旧的好，苹果就是苹果，别的比不了,0.986972224338132
挺好的，下次还会购买！！！,0.9873335278234726
产品很有档次。优点很多 外观很棒 软件对于白领实用价值颇丰 正常情况下静音效果好。缺点 系统不能支持我工作用的交易软件 需要重新装双系统。app商店里我们中国的软件太少了,0.9873998166939034
挺好的，使用当中，后期有问题再评论,0.9877467607708864
值得信赖,0.9879927772604142
东西很不错，值得推荐购买！,0.9880513358754787
非常好非常好非常好非常好非常好非常好非常好非常好,0.9881569158614261
送货准时 使用方便 处理快 日常办公都能胜任,0.9882542139535355
质量不错，送货速度快，不过送的是原装包就更好。,0.988272218886516
苹果就是好，做工完美,0.9883607395088886
很喜欢，超好用！赞！,0.9884055890783661
打了Apple公司人工服务 查询所有的东西 正品， 用ps ai 目前做的图比较小 没压力 易携带 满分逼格,0.9884562218528796
感觉不错，苹果的东西贵有贵的理，质感非常好！,0.9888701352435831
电脑正品，上网速度快。满意！,0.9890284994130174
非常好，自己在2011年买了一个，现在给妹妹也买一个，日常使用和轻度游戏绝对没问题,0.9890830749218706
非常不错，画面清晰，机身轻薄！！！！！！！,0.9892168502825797
不错的，送人的，高端大气,0.9892681832037953
昨天刚到。目前正在使用中。机子一切正常。没毛病。后续使用一段时间再来发表使用情况供于大家参考。祝您购物愉快！,0.9893116734310232
一面科技，一面艺术，完美!,0.989425901752996
看了好久，才确定选这一款啊，京东搞活动的时候入手的，不错，快递很快，还没有开始使用。,0.9895162747893884
值得信赖，价格也可以！,0.989773800765071
哈哈，一直想买，终于下定决心了，哈哈，很轻，出差很方便。,0.9901198664267421
发货速度快，品质保证，年会礼品还是不错的,0.9901834726181316
大牌就是大牌，质量没的说，体验非常不错的！,0.9904060611331569
一如既往的相信苹果哈哈哈,0.9904702302587558
很棒送货速度也快性价比高！,0.9904867510330929
物廉价美 质量可靠 服务周到,0.9905359135047874
过年时候抢的 作为公司奖品 不错不错,0.9907286017587317
很轻薄的笔记本，8G内存，i5 处理器，不玩游戏的话基本够用了。,0.9907584958618242
一直信赖京东的品质和服务。,0.9909782720645388
不错，价格也优惠很多。品质更好！,0.9912604158484707
总体来说，用起来感觉还是挺不错的。,0.9916861058901573
质量很不错，速度也很快,0.9917386359629149
非常好用，触摸屏很好用，电池续航也不错? 就是接口比较少,0.9917427970454105
挺好用的，外观也很好,0.9917562423024885
用过很多苹果的东西了，确实美观，出差方便，办公凑活，有专业软件需求的话不是很方便,0.9917813274939168
第二次来买了，很不错的电脑，轻薄方便强大。,0.9918060755682198
时尚，功能强大，实用。,0.9918521424349842
笔记本很漂亮，朋友很喜欢,0.9919608373698844
没用过 充满电等下装系统 觉得很好 突然有一种以后还想买苹果笔记本的想法 推荐购买,0.9919762420285847
真的还是很不错的呀噢,0.9920540654350534
送货很快，而且折扣很大，还送了免费的保护套，看起来质量就很好，包装也很好，生产日期是2017年，很满意但为什么没有发票？,0.9921854877583102
自己买了商务出差用，轻便，不错。。,0.992296211557207
电脑好用，挺快的，适合背出去出差，轻薄,0.9923660030954105
正品不错，用的很喜欢。,0.9923836213127636
机器很漂亮，没得说,0.9924514823537679
很好用，速度超快,0.9924707271853989
机器不错。多方尝试新事物，Mac的操作系统听说不错，试试。,0.9927659039680377
大品牌，非常棒，很好的,0.9929752551599361
本子造型确是漂亮，系统流畅，触摸板也十分强大，就是和windows上的使用习惯有点不一样，而且有些常用软件得慢慢找。,0.9930567607755507
非常好非常好非常好非常好非常好非常好非常好非常好非常好,0.993063388918274
很不错的购物，就是刚开封有一种烧焦的味道,0.993091519174612
很好，很好。看好了轻薄，出差带着很方便，做了双系统,0.9932050994433635
一看就知道是正品，值得入手,0.9933457610459868
完美的京东购物，速度快，质量好！,0.9933572281174151
很喜欢的电脑。很酷凉。不错哦。推荐大家购买。尤其是苹果手机用户,0.9934950114835288
电脑是正品，开机速度很快，手感好，质地轻。虽然内存比较小，建议买个移动硬盘，妥妥够用。,0.9934957608819007
很薄  外观很漂亮,0.9936393508855565
不错，值得推荐，反应快价格公道,0.993649514299596
不错，满意，一直用的很好，忠实果粉。,0.9938259178713795
还行还行 还行还行 还行还行,0.9940895624481703
还可以，轻便，主要用来办公～～,0.9941379361393947
东西还不错，真的是舍不得打开包装的感觉！期待新款,0.9941797835756457
正品，未拆封，未激活。适合办公，但是可能玩游戏不是太适合就是了，总之个人觉得挺好的。根据个人需求来。快递很快，点个赞。晚上十一点多买的第二天下午三点就到了。,0.9942428245683813
价廉物美，就是不太适合游戏，不过办公确实不错，散热问题比较大,0.9942682716128998
用的还不错，好多东西不太会，我还在摸索中，送货速度快，质量也不错吧，,0.9943156008559809
美美美,0.9944258855833665
很好很满意很好很满意,0.9944722577576064
超轻，超薄，超喜欢，只是，要好好学习了,0.9944726833853702
电脑非常轻薄  适合办公。学习,0.9947206323264531
正品，信赖京东。,0.9947375979869522
苹果笔记本，用过一段终于熟悉了虚拟机了，不错,0.9947560309313365
不错不错不错,0.9948630992334043
送我哥的礼物，还不错，运行还是系统都很好，很喜欢,0.9948740857085903
用着还可以，以后用用再说~最爱这外观。,0.994880701556327
不错，就是有的东西还不支持，系统比较特殊就是这么特殊来的，慢慢适应吧。待机不错，主要看中待机 嘿嘿 不玩游戏的路过,0.9949154579579423
电脑挺好用的，一如既往的经验用起来非常的流畅。我就想用他苹果这个系统，而且感觉用起来很，用了，美化方面很好，也没必要去用windows的系统,0.9949279283581105
还不错，各方面没毛病。用了两个星期已经慢慢习惯了。键盘按着舒服，屏幕清晰，携带方便。,0.9949397066738331
不错，物流速度很快。和想象中的一样,0.9949784798529929
相信京东的品质 送货快 服务好 赞,0.9949788153111194
不错，反应速度快。价格一直都很稳定&hellip;&hellip;,0.9950446692209386
商品正版很不错 很早就想入手了,0.9952492806346925
速度很快，相信京东，超级喜欢，赞一个。,0.9953045592977401
梦想终于实现，期待的东西终于到手了！~,0.9953718008692441
高端大气上档次，超级喜欢?,0.9954224789534893
还行，苹果的东西确实不错?包装完美,0.9954939503394153
不错  用起来很快   就是存储小了点   性价比很高,0.9955492033228882
用起来还不错，希望我好好利用，还是赞一个,0.9956021595709966
挺好的 不错关键是放心 便宜,0.9958980821270595
果然轻便，携带方便，音质超好非常喜欢,0.9959207657754451
苹果电脑，漂亮大气,0.9962431196596891
超薄，比较喜欢，性价比较高,0.9962559414161491
外貌协会无法抗拒的苹果 爱不释手,0.9962605782685553
真是太实惠了，京东活动拍的，比官网便宜好多，京东的商品一直觉得很信赖！,0.9964190899220418
这绝对是件无可挑剔的艺术品，薄而精致，操作太炫了，爱不释手，用了一个晚上的时间尝试了mac的系统，没有不适应。,0.9964686867924323
期待已久的小mac终于到手～颜值手感无敌～系统需要一段时间适应～希望不会出现什么问题哦,0.9967074274714794
挺好用的，速度快！超薄！就是苹果系统不怎么会使！,0.9967434378748656
性能好，很流畅,0.99691156716783
挺不错的，实惠价！,0.9969293215036688
不错~~~~~~~~~~屏幕好，性能也不错。,0.9969917468877207
一天就到了   老板也很细心   很耐心的给我讲解   反正就是满意,0.9970035148086965
是正品，速度快，很好，习惯在京东买电子产品了,0.9971591897008251
用了一段时间了 很满意 还在熟悉中 京东超划算,0.9971948031018864
妈妈送的工作礼物，超级喜欢啊！我爱妈妈！,0.9972453255722479
很好很好很好很好很好,0.9972525579591546
有时候不得不说。好东西就是好东西。外观好看，系统流畅。就是贵,0.9972637076561303
笔记本特别小巧，轻便，给闺女的生日礼物,0.9974106722320556
等咯一个星期赶到秒杀咯 价格还不错 速度也很快 最近Apple的产品买多了 俨然果粉le,0.9974277604101058
是正品，包装完好，送货及时京东自营有保证，电子产品一直信赖京东。,0.9974427458036712
很喜欢，购物很方便呀！最满意的一次网购\n京东购物很满意，物美价廉。很开心。就是第二天晚上就便宜了200,0.9974551394358243
